in_sample_30,judge_relevance,Key,DOI,Year,Venue,Title,MeSH_terms,Abstract_excerpt
,,Z246DZUP,10.1111/dom.16483,2025,"Diabetes, obesity & metabolism",Plasma LEAP2 concentration is associated with energy intake and postprandial insulin increase depending on meal size but not weight status in men.,Humans; Adult; Male; Middle Aged; Meals; Body Weight/physiology; Portion Size; Fasting; *Energy Intake/physiology; *Insulin/blood; *Obesity/blood; *Overweight/blood; *Postprandial Period/physiology; Blood Glucose/metabolism; Breakfast; energy intake; insulin; LEAP2; meal size,"AIMS: While LEAP2 is increasingly recognized as an appetite-regulating hormone, its role in meal regulation and the dynamics of postprandial LEAP2 concentrations  remain poorly understood in humans. The aim of the study was to (1) assess  postprandial LEAP2 concentrations following a recommended-energy breakfast,  exploring potential association with voluntary energy intake and modulation by  weig"
,,72276BFX,10.1002/rcs.2649,2024,The international journal of medical robotics + computer assisted surgery : MRCAS,Augmented-reality-based surgical navigation for endoscope retrograde cholangiopancreatography: A phantom study.,"augmented reality; Humans; registration; Reproducibility of Results; *Augmented Reality; Imaging, Three-Dimensional/methods; *Cholangiopancreatography, Endoscopic Retrograde/methods; *Phantoms, Imaging; *Surgery, Computer-Assisted/methods/instrumentation; Robotic Surgical Procedures/methods/instrumentation; simultaneous localisation and mapping; surgical navigation; Surgical Navigation Systems","BACKGROUND: Endoscope retrograde cholangiopancreatography is a standard surgical treatment for gallbladder and pancreatic diseases. However, surgeons is at high  risk and require sufficient surgical experience and skills. METHODS: (1) The  simultaneous localisation and mapping technique to reconstruct the surgical  environment. (2) The preoperative 3D model is transformed into the intraoperative  "
Y,,I3KQMM8Z,10.1016/j.ajcnut.2025.101184,2026,The American journal of clinical nutrition,Prognostic value of adiposity indices in anticoagulated patients with atrial fibrillation: the prospective Murcia AF Project III cohort.,"Humans; Female; Male; Body Mass Index; Aged; Prospective Studies; Prognosis; Risk Factors; Aged, 80 and over; *Adiposity; *Anticoagulants/therapeutic use/adverse effects; *Atrial Fibrillation/drug therapy/complications; *Obesity/complications; adiposity indices; anthropometric indices; atrial fibrillation; cardiovascular death; conicity index; MACE; major bleeding; thromboembolism; Thromboembolism","BACKGROUND: Obesity is a risk factor for atrial fibrillation (AF), but traditional measures such as body mass index (BMI) may not reflect true  cardiometabolic risk. Novel adiposity indices better capture central fat, yet  their prognostic value in AF remains unclear. OBJECTIVES: This study aimed to  assess the association of different adiposity indices with cardiovascular and  bleeding outcomes i"
,,84TZMRLA,10.1124/jpet.117.242420,2017,The Journal of pharmacology and experimental therapeutics,Urolithin A Mitigates Cisplatin-Induced Nephrotoxicity by Inhibiting Renal Inflammation and Apoptosis in an Experimental Rat Model.,"Animals; Male; Rats; Body Weight/drug effects; Organ Size/drug effects; Disease Models, Animal; Rats, Sprague-Dawley; Apoptosis/*drug effects; Biomarkers/metabolism; Cisplatin/*toxicity; Coumarins/*pharmacology/therapeutic use; Inflammation/drug therapy/metabolism/pathology; Kidney/*drug effects/injuries/metabolism/*pathology","Cumulative kidney toxicity associated with cisplatin is severe and there is no clear consensus on the therapeutic management of the same. The pathogenesis  involves activation of inflammatory and apoptotic pathways; therefore, regulating  these pathways offers protection. Given the anti-inflammatory and antioxidant  effects of urolithin A, a gut microbial metabolite of ellagic acid, our aim was  t"
,,QVUV9L39,10.1007/s00429-022-02511-z,2022,Brain structure & function,Disconnections in personal neglect.,Humans; Neuropsychological Tests; *Perceptual Disorders/etiology/pathology; Fornix; Heschl’s gyrus; Multivariate voxel lesion symptom mapping; Personal neglect; Thalamus; White matter disconnection,"Personal neglect is a disorder in the perception and representation of the body that causes the patients to behave as if the contralesional side of their body  does not exist. This clinical condition has not been adequately investigated in  the past as it has been considered a symptom of unilateral spatial neglect, which  has mainly been studied with reference to extrapersonal space. Only a few st"
,,QP4B2MBN,10.1016/j.gaitpost.2018.11.027,2019,Gait & posture,Dynamic walking stability of elderly people with various BMIs.,"Gait; Acceleration; Humans; Female; Male; Biomechanical Phenomena; Aged; Middle Aged; Postural balance; Prospective Studies; Walking/*physiology; Aged, 80 and over; *Body Mass Index; Gait/*physiology; Accidental Falls/*prevention & control; Postural Balance/*physiology; Body mass index; Center of mass; Obesity/*physiopathology",BACKGROUND: Falls are one of the major causes of injury in the elderly. Obesity may be related to the risk of falling. Understanding the dynamic stability  mechanisms of obese elderly people during gait is important as it may be  associated with fall protection. RESEARCH QUESTION: Does obesity affect the  dynamic walking stability of elderly people? METHODS: This is a prospective  study. Fifty-thr
,,6BY3RGTR,10.2196/17986,2020,JMIR rehabilitation and assistive technologies,The Impact of Reducing the Number of Wearable Devices on Measuring Gait in Parkinson Disease: Noninterventional Exploratory Study.,gait; wearable sensors; Parkinson disease; digital medicine,"BACKGROUND: Measuring free-living gait using wearable devices may offer higher granularity and temporal resolution than the current clinical assessments for  patients with Parkinson disease (PD). However, increasing the number of devices  worn on the body adds to the patient burden and impacts the compliance.  OBJECTIVE: This study aimed to investigate the impact of reducing the number of  wearabl"
,,IKIUS544,10.1055/s-0040-1718912,2021,Journal of wrist surgery,Proximal Row Carpectomy Using Decellularized Dermal Allograft: Preliminary Results.,dermal allograft; interposition arthroplasty; PRC; wrist arthritis,"Objective  The purpose of this study was to evaluate the short-term outcomes of patients undergoing proximal row carpectomy (PRC) with interposition arthroplasty  using a decellularized dermal allograft. Methods  Patients with a minimum of  1-year follow-up after undergoing a PRC using decellularized dermal allograft  were contacted for clinical evaluation, radiographs, and postoperative outcome  "
,,CMP9ZLXS,10.3122/jabfm.2017.02.160243,2017,Journal of the American Board of Family Medicine : JABFM,Congruence of Patient Self-Rating of Health with Family Physician Ratings.,"Humans; Communication; Adult; Female; Male; Surveys and Questionnaires; Aged; Middle Aged; Cohort Studies; *Decision Making; Health Status; *Physician-Patient Relations; *Health Status; Decision Making; Family Practice/*methods; Lifestyle; Medical Records; Motivational Interviewing; Ohio; Physician-Patient Relations; Physicians, Family/*psychology","BACKGROUND: A single self-rated health (SRH) question is associated with health outcomes, but agreement between SRH and physician-rated patient health (PRPH) has  been poorly studied. We studied patient and physician reasoning for health  ratings and the role played by patient lifestyle and objective health measures in  the congruence between SRH and PRPH. METHODS: Surveys of established family  m"
,,HQXA9Y75,10.1002/minf.201900059,2019,Molecular informatics,"Investigation of Factors Affecting the Performance of in silico Volume Distribution QSAR Models for Human, Rat, Mouse, Dog & Monkey.","Humans; Mice; Animals; Rats; *Models, Biological; *Quantitative Structure-Activity Relationship; Applicability domain; data mining; Dogs; Haplorhini; Pharmaceutical Preparations/*chemistry; quantitative structure-property relationship; volume of distribution","Volume of distribution (Vd(ss) ) is a measure of how effectively a drug molecule is distributed throughout the body. Along with the clearance, it determines the  half-life and therefore the drug dosing interval. A number of different  pre-clinical approaches are available to predict the Vd(ss) in human including  quantitative structure activity relationship (QSAR) models. Vd(ss) QSAR models  have "
,,PVQE5UKW,10.1016/j.ejmp.2016.03.015,2016,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of  Biomedical Physics (AIFB),Lung stereotactic ablative body radiotherapy: A large scale multi-institutional planning comparison for interpreting results of multi-institutional studies.,"Humans; Lung; Radiosurgery/instrumentation/*methods; Carcinoma, Non-Small-Cell Lung/diagnostic imaging/*radiotherapy; Dosimetry; Lung Neoplasms/diagnostic imaging/*radiotherapy; Multicentric clinical trial; Radiobiology; Radiotherapy Planning, Computer-Assisted/*methods; Stereotactic ablative radiotherapy (SABR); Stereotactic body radiation therapy (SBRT); Tomography, X-Ray Computed/methods",PURPOSE: A large-scale multi-institutional planning comparison on lung cancer SABR is presented with the aim of investigating possible criticism in carrying  out retrospective multicentre data analysis from a dosimetric perspective.  METHODS: Five CT series were sent to the participants. The dose prescription to  PTV was 54Gy in 3 fractions of 18Gy. The plans were compared in terms of  PTV-gEUD2 (
Y,,K5Z65KHA,10.1016/j.lanepe.2024.100992,2024,The Lancet regional health. Europe,Coverage with evidence development program on stereotactic body radiotherapy in Belgium (2013-2019): a nationwide registry-based prospective study.,Real-world data; Radiotherapy; Coverage with evidence development; Implementation; Innovation; Stereotactic body radiotherapy,"BACKGROUND: Although stereotactic body radiotherapy (SBRT) was progressively adopted in clinical practice in Belgium, a reimbursement request in 2011 was not  granted because of remaining clinical and economic uncertainty. A coverage with  evidence development (CED) program on SBRT started in 2013, with the aim to  assess clinical and technical patterns-of-care in Belgium and monitor survival  per"
,,Z7CMFMDR,10.3390/s24227243,2024,"Sensors (Basel, Switzerland)",Demonstration of a Validated Direct Current Wearable Device for Monitoring Sweat Rate in Sports.,"Humans; wearable sensor; *Wearable Electronic Devices; *Sweat/chemistry; Biosensing Techniques/instrumentation/methods; direct current method; microfluidic; Monitoring, Physiologic/instrumentation/methods; Sports/physiology; sweat analysis; sweat rate; Sweating/physiology","Sweat rate magnitude is a desired outcome for any wearable sensing patch dedicated to sweat analysis. Indeed, sweat rate values can be used two-fold:  self-diagnosis of dehydration and correction/normalization of other physiological  metrics, such as Borg scale, VO2, and different chemical species concentrations.  Herein, a reliable sweat rate belt device for sweat rate monitoring was  developed. "
,,AUZN442M,10.1007/s13346-019-00625-2,2019,Drug delivery and translational research,Polycaprolactone-based neurotherapeutic delivery of rasagiline targeting behavioral and biochemical deficits in Parkinson's disease.,"Locomotion; Animals; Male; Rats, Sprague-Dawley; Oxidative stress; *Microspheres; Behavior, Animal/drug effects; Brain/drug effects/metabolism; Delayed-Action Preparations/administration & dosage; Drug Liberation; Glutathione/metabolism; Hydrogen-Ion Concentration; Indans/*administration & dosage/chemistry; Injections, Subcutaneous; Lipid Peroxidation/drug effects; Microencapsulation; Monoamine Oxidase Inhibitors/*administration & dosage/chemistry; Neuroprotective Agents/*administration & dosage/chemistry; Parkinsonian Disorders/chemically induced/*drug therapy/physiopathology; Polycaprolactone (PCL); Polyesters/*administration & dosage/chemistry; Rotenone; Scanning electron microscopy (SEM); Stereotaxic rotenone model; Superoxide Dismutase/metabolism","Rasagiline mesylate is an irreversible MAO-B inhibitor which requires daily oral administration for treatment of Parkinson's disease due to its short half-life.  Patients with Parkinson's disease also develop dysphagia, i.e., difficulty in  swallowing. Encapsulating rasagiline in polycaprolactone microspheres can  alleviate the problem of daily oral administration by prolonging drug release  from "
,,SD9P3V5N,10.1093/plphys/kiad465,2023,Plant physiology,Changes in cell wall composition due to a pectin biosynthesis enzyme GAUT10 impact root growth.,*Arabidopsis Proteins/genetics/metabolism; *Arabidopsis/metabolism; Cell Wall/metabolism; Hexosyltransferases; Indoleacetic Acids/metabolism; Pectins/metabolism; Plant Roots/metabolism; Sucrose/metabolism,Arabidopsis (Arabidopsis thaliana) root development is regulated by multiple dynamic growth cues that require central metabolism pathways such as β-oxidation  and auxin. Loss of the pectin biosynthesizing enzyme GALACTURONOSYLTRANSFERASE 10  (GAUT10) leads to a short-root phenotype under sucrose-limited conditions. The  present study focused on determining the specific contributions of GAUT10 to  
Y,,I2SAQ8JC,10.1186/s12882-019-1223-3,2019,BMC nephrology,Angiotensin II receptor blockade is associated with preserved muscle strength in chronic hemodialysis patients.,"Humans; Female; Male; Cross-Sectional Studies; Aged; Middle Aged; Body Composition; Aged, 80 and over; *Hand Strength; Nutritional Status; Angiotensin II receptor blockers; Angiotensin II Type 1 Receptor Blockers/pharmacology/*therapeutic use; Angiotensin Receptor Antagonists/*therapeutic use; Hemodialysis; Kidney Failure, Chronic/blood/complications/therapy; Muscle strength; Muscle Strength; Renal Dialysis/*adverse effects; Sarcopenia/etiology/*prevention & control","BACKGROUND: Sarcopenia, defined as low muscle mass and strength, is highly prevalent in patients undergoing chronic hemodialysis (HD). However, muscle  function and muscle mass do not share the same clinical relevance. In fact,  muscle strength was more closely associated with the risk of mortality in chronic  HD patients than was muscle mass. Therefore, to identify the risk factors of  muscle wea"
,,F4L6A29G,10.1177/0309364614536762,2015,Prosthetics and orthotics international,Comparison of four different categories of prosthetic feet during ramp ambulation in unilateral transtibial amputees.,"rehabilitation; Humans; gait; prosthetics; Adult; Female; Body Size; Male; biomechanics; Middle Aged; physiotherapy; Physical Exertion; gait analysis; *Amputation, Surgical; *Artificial Limbs; Gait/*physiology; Prosthesis Design; *Foot; Biomechanics of prosthetic/orthotic devices; prosthetic feet; Tibia; Weight-Bearing","BACKGROUND: Comparative effectiveness of prosthetic feet during ramp ambulation in unilateral transtibial amputees, who function at different Medicare Functional  Classification Levels, has not been published. OBJECTIVE: To determine  differences in symmetry in external work between four categories of prosthetic  feet in K-Level-2 and K-Level-3 unilateral transtibial amputees during ramp  ascent a"
Y,,G4RZCZ39,10.2196/54723,2024,JMIR formative research,"Impact of a Health Coach-Led, Text-Based Digital Behavior Change Intervention on Weight Loss and Psychological Well-Being in Patients Receiving a Procedureless  Intragastric Balloon Program: Prospective Single-Arm Study.",digital health; obesity; mobile phone; behavior change; health coaching; intragastric balloon; weight management; well-being,"BACKGROUND: Digital health interventions show promise for weight management. However, few text-based behavior change interventions have been designed to  support patients receiving intragastric balloons, and none have simultaneously  evaluated weight loss, psychological well-being, and behavior change despite the  crucial interplay of these factors in weight management. OBJECTIVE: This study  aims"
,,MYEBWRY5,10.1002/psp4.70002,2025,CPT: pharmacometrics & systems pharmacology,Development of a Joint Tumor Size-Overall Survival Modeling and Simulation Framework Supporting Oncology Development Decision-Making.,"Humans; simulation; Female; Male; Computer Simulation; oncology; Decision Making; *Carcinoma, Non-Small-Cell Lung/drug therapy/pathology/mortality; *Drug Development/methods; *Lung Neoplasms/pathology/drug therapy/mortality; model‐based drug development; population pharmacodynamics; surrogate endpoint; survival analysis; Tumor Burden/drug effects; tumors",Tumor size-overall survival (TS-OS) models can support decision-making in oncology drug development by predicting long-term OS based on TS data from early  data cuts and baseline patient factors. The current work describes the  development of a TS-OS framework capable of predicting OS across a variety of  treatment modalities and mechanisms of action in patients with non-small cell  lung cancer fr
,,PF2ICLPP,10.1093/eurheartj/suab054,2021,European heart journal supplements : journal of the European Society of Cardiology,May Measurement Month 2019: an analysis of blood pressure screening results from Italy.,Control; Blood pressure; Hypertension; Screening; Treatment,"Cardiovascular (CV) diseases are burdened by high mortality and morbidity, being responsible for half of the deaths in Europe. Although hypertension is recognized  as the most important CV risk factor, hypertension awareness, and blood pressure  (BP) control are still unsatisfactory. In 2017 and 2018, respectively >10 000 and  >5000 individuals took part in the May Measurement Month (MMM) campaign"
,,HBV7VDFL,10.1038/s41467-021-26133-x,2021,Nature communications,Structural mechanism of GTPase-powered ribosome-tRNA movement.,"Thermodynamics; Biomechanical Phenomena; Protein Binding; Kinetics; *Protein Biosynthesis; Binding Sites; Cryoelectron Microscopy; Escherichia coli/*genetics/metabolism; Guanosine Triphosphate/chemistry/metabolism; Hydrolysis; Models, Molecular; Peptide Elongation Factor G/*chemistry/genetics/metabolism; Protein Conformation, alpha-Helical; Protein Conformation, beta-Strand; Protein Folding; Protein Interaction Domains and Motifs; Ribosomes/*metabolism/ultrastructure; RNA, Messenger/*chemistry/genetics/metabolism; RNA, Ribosomal, 23S/*chemistry/genetics/metabolism; RNA, Transfer/*chemistry/genetics/metabolism","GTPases are regulators of cell signaling acting as molecular switches. The translational GTPase EF-G stands out, as it uses GTP hydrolysis to generate force  and promote the movement of the ribosome along the mRNA. The key unresolved  question is how GTP hydrolysis drives molecular movement. Here, we visualize the  GTPase-powered step of ongoing translocation by time-resolved cryo-EM. EF-G in  the"
,,63IWUK2R,10.1038/s41398-021-01405-8,2021,Translational psychiatry,The costs of over-control in anorexia nervosa: evidence from fMRI and ecological momentary assessment.,Humans; Adolescent; Female; Emotions; *Magnetic Resonance Imaging; *Anorexia Nervosa/diagnostic imaging; Brain/diagnostic imaging; Ecological Momentary Assessment,"A growing body of evidence suggests that a high level of self-control may, despite its positive effects, influence cognitive processing in an unfavorable  manner. However, the affective costs of self-control have only rarely been  investigated. Anorexia nervosa (AN) is an eating disorder that is often  characterized by excessive self-control. Here, we used fMRI to explore whether  over-control in "
,,JNQ9Y9TH,10.1016/j.envres.2024.120213,2024,Environmental research,From space to street: A systematic review of the associations between visible greenery and bluespace in street view imagery and mental health.,"Mental health; Humans; *Mental Health; *Parks, Recreational; Quality of evidence; Risk of bias; Street view images; Strength of evidence; Visible greenery",A large body of literature shows that living near greenery supports healthy lifestyles and improves mental health. Much of this research has used greenery  measured from a bird's eye perspective. Street view images (SVI) are an important  alternative data source that could assess visible greenery experienced by  residents in daily life. The current review is the first to systematically  critique a
,,5JHEMIFX,10.3389/fpsyt.2022.944973,2022,Frontiers in psychiatry,Online guided meditation training (Isha Kriya) improves self-reported symptoms of anxiety and depression within 2 weeks of practice-An observational study.,depression; meditation; anxiety; Isha Kriya; online,"INTRODUCTION: Anxiety and depression have increased dramatically 2-3-fold with the COVID-19 pandemic. There is an urgent need for safe, cost-effective, and  scalable approaches to alleviate this parallel mental health pandemic. Meditation  has previously been shown to reduce stress, anxiety, and depression symptoms.  Furthermore, online delivery of mind-body interventions will be impactful in  add"
,,FR7CQ22D,10.1152/ajpheart.00644.2025,2026,American journal of physiology. Heart and circulatory physiology,"Sex, stress, and the heart: long-term cardiovascular effects of embryonic metabolic disruption.","Animals; sex differences; Female; Male; Sex Factors; *Energy Metabolism; *Heart/embryology; *Hypothermia/metabolism/physiopathology/embryology; *Hypoxia/metabolism/physiopathology/embryology; *Mitochondria, Heart/metabolism/pathology; *Myocytes, Cardiac/metabolism/pathology; *Stress, Physiological; Chick Embryo; chickens; developmental programing; heart; mitochondria","Adverse conditions within the embryonic environment can alter embryogenesis, programing systemic physiological changes that may manifest as disease states in  adult life. The process of developmental programing represents an important  factor underlying cardiometabolic diseases, many of which are leading causes of  death globally. Importantly, there is evidence that males are less tolerant to  cer"
Y,,QN4G96LD,10.1056/nejmoa1716405,2018,The New England journal of medicine,Tenecteplase versus Alteplase before Thrombectomy for Ischemic Stroke.,"Humans; Female; Male; Aged; Middle Aged; Single-Blind Method; Aged, 80 and over; Severity of Illness Index; Logistic Models; *Thrombectomy; Brain Ischemia/*drug therapy; Cerebral Hemorrhage/chemically induced; Combined Modality Therapy; Endovascular Procedures; Fibrinolytic Agents/adverse effects/*therapeutic use; Reperfusion/methods; Stroke/*drug therapy/mortality/surgery; Tenecteplase; Time-to-Treatment; Tissue Plasminogen Activator/adverse effects/*therapeutic use","BACKGROUND: Intravenous infusion of alteplase is used for thrombolysis before endovascular thrombectomy for ischemic stroke. Tenecteplase, which is more  fibrin-specific and has longer activity than alteplase, is given as a bolus and  may increase the incidence of vascular reperfusion. METHODS: We randomly assigned  patients with ischemic stroke who had occlusion of the internal carotid, basilar, "
,,KSKSP92L,10.1007/s00246-021-02635-9,2021,Pediatric cardiology,Preoperative Morphological Prediction of Early Reoperation Risk After Primary Repair in Tetralogy of Fallot: A Contemporary Analysis of 83 Cases.,Humans; Child; Retrospective Studies; Treatment Outcome; Risk Factors; Infant; *Cardiac Surgical Procedures/adverse effects; *Tetralogy of Fallot/diagnostic imaging/surgery; Early reoperation; Morphological variations; Pulmonary artery; Pulmonary Artery/diagnostic imaging/surgery; Reoperation; Tetralogy of Fallot,This study was conducted to investigate the pulmonary artery (PA) variations in tetralogy of Fallot (TOF) and preoperative morphological predictors for early  reoperation. Eighty-three TOF patients and 20 children with normal PA were  included. The TOF group was divided into two subsets according to whether or not  reoperation was performed within 3 years postoperatively. Clinical information  was
Y,,XZPWSXWN,10.1161/strokeaha.121.034348,2021,Stroke,Timing and Dose of Upper Limb Motor Intervention After Stroke: A Systematic Review.,systematic review; Humans; stroke rehabilitation; upper extremity; Upper Extremity; Stroke Rehabilitation/*methods; *Recovery of Function; *Time-to-Treatment; intensity; time,"This systematic review aimed to investigate timing, dose, and efficacy of upper limb intervention during the first 6 months poststroke. Three online databases  were searched up to July 2020. Titles/abstracts/full-text were reviewed  independently by 2 authors. Randomized and nonrandomized studies that enrolled  people within the first 6 months poststroke, aimed to improve upper limb  recovery, and"
,,VR44YSWB,10.1016/j.heliyon.2024.e33503,2024,Heliyon,Supplementary decompression and extended surgical time contribute to hidden blood loss In percutaneous endoscopic lumbar discectomy.,Foraminal decompression; Hidden blood loss; Influential factors; Multivariate linear regression analysis; Percutaneous endoscopic lumbar discectomy,"BACKGROUND: It is widely believed that the Percutaneous endoscopic lumbar discectomy (PELD) is associated with minimal blood loss. However, significant  perioperative hidden blood loss (HBL) is frequently unaccounted for. This study  aimed to investigate HBL and peri-operative factors contributing to HBL in a  series of individuals undergoing PELD. METHOD: ology: A total of 156 consecutive  patien"
,,GYHYTHMR,10.1161/circinterventions.115.003551,2016,Circulation. Cardiovascular interventions,Neurological Events Following Transcatheter Aortic Valve Replacement and Their Predictors: A Report From the CoreValve Trials.,"Humans; stroke; Female; Male; Aged; Treatment Outcome; Risk Factors; Time Factors; Aged, 80 and over; Severity of Illness Index; Incidence; Proportional Hazards Models; aortic valve stenosis; Aortic Valve Stenosis/diagnostic imaging/mortality/physiopathology/*surgery; Aortic Valve/diagnostic imaging/*pathology/physiopathology/*surgery; Balloon Valvuloplasty/adverse effects; Bioprosthesis; Calcinosis/diagnostic imaging/mortality/physiopathology/*surgery; Cardiac Pacing, Artificial/adverse effects; Clinical Trials as Topic; CoreValve; Heart Valve Prosthesis; Intracranial Embolism/diagnosis/*epidemiology/mortality; Kaplan-Meier Estimate; Risk Assessment; Stroke/diagnosis/*epidemiology/mortality; transcatheter aortic valve implantation; Transcatheter Aortic Valve Replacement/*adverse effects/instrumentation/mortality; transient ischemic attack",BACKGROUND: The risk for stroke after transcatheter aortic valve replacement (TAVR) is an important concern. Identification of predictors for stroke is likely  to be a critical factor aiding patient selection and management as TAVR use  becomes widespread. METHODS AND RESULTS: Patients enrolled in the CoreValve US  Extreme Risk and High Risk Pivotal Trials or Continued Access Study treated with  t
,,D7TVSUGE,10.3390/nu13061790,2021,Nutrients,"Depression and Vegetarians: Association between Dietary Vitamin B6, B12 and Folate Intake and Global and Subcortical Brain Volumes.",depression; Humans; Female; Male; Aged; Middle Aged; Linear Models; Eating; Diet; Nutritional Status; brain structure; Brain/*anatomy & histology/diagnostic imaging; Depression/*epidemiology; Folic Acid Deficiency/epidemiology; Folic Acid/*administration & dosage; Gray Matter/diagnostic imaging; Magnetic Resonance Imaging/methods; United Kingdom/epidemiology; vegetarians; Vegetarians/*statistics & numerical data; Vitamin B 12 Deficiency/epidemiology; Vitamin B 12/*administration & dosage; Vitamin B 6 Deficiency/epidemiology; Vitamin B 6/*administration & dosage; vitamin B12; vitamin B6,"Deficiency of vitamin B6 and vitamin B12, mostly in vegetarians, is found to be associated with depression and adverse neurological function. We investigated  whether vitamin B6, B12, and folate have an effect on brain structure, especially  among depressed people who follow a specific diet. The study sample comprised  9426 participants from the UK Biobank cohort with a mean age of 62.4 years. A  "
,,BFIP6S74,10.1186/s40337-021-00456-y,2021,Journal of eating disorders,The association of obesity with eating disorders risk: online survey of a large cohort of Russian-speaking individuals seeking medical weight correction  assistance.,BMI; Obesity; Abnormal eating behaviors; EAT-26; Online survey,"BACKGROUND: Eating Disorders pose a serious health risk to individuals. Often, eating disorder symptoms are overlooked when assessing obesity risk. The current  cross-sectional study was focused on the search of association between disordered  eating behaviors evaluated by Eating Attitudes Test 26 (EAT-26) and obesity in a  large cohort of Russian-speaking adults seeking online assistance with med"
,,UWARTN9E,10.1128/aac.01390-23,2024,Antimicrobial agents and chemotherapy,Population-specific variations in KCNH2 predispose patients to delayed ventricular repolarization upon dihydroartemisinin-piperaquine therapy.,"Humans; Electrocardiography; Adult; Female; Male; *Antimalarials/therapeutic use/adverse effects; *Artemisinins/therapeutic use/adverse effects; *ERG1 Potassium Channel/genetics; *Piperazines; *Quinolines/therapeutic use/adverse effects; cardiotoxicity; hERG; Kv11.1; long QT; Long QT Syndrome/genetics/chemically induced; malaria; Malaria/drug therapy; Polymorphism, Single Nucleotide/genetics; QT prolongation","Dihydroartemisinin-piperaquine is efficacious for the treatment of uncomplicated malaria and its use is increasing globally. Despite the positive results in  fighting malaria, inhibition of the Kv11.1 channel (hERG; encoded by the KCNH2  gene) by piperaquine has raised concerns about cardiac safety. Whether genetic  factors could modulate the risk of piperaquine-mediated QT prolongations remained "
,,ITHHYERR,10.1161/strokeaha.125.050839,2025,Stroke,Investigation of Poststroke Depression Following a Nucleus Accumbens Infarct in Mice.,"depression; Mice; Animals; Male; behavior; Disease Models, Animal; Mice, Inbred C57BL; *Blood-Brain Barrier/metabolism/pathology; *Depression/etiology/metabolism; *Nucleus Accumbens/pathology/metabolism/diagnostic imaging; *Stroke/complications/psychology; Behavior, Animal; blood-brain barrier; disease models, animal; Endothelin-1; gene expression","BACKGROUND: Poststroke depression (PSD) affects ≈33% of individuals 1 year after a stroke. Blood-brain barrier (BBB) dysfunction in the nucleus accumbens (NAc), a  hub for emotional processing, reward, and mood regulation, has been linked to  stress-induced depressive-like behaviors in male mice. Neurovascular alterations  were also observed in postmortem tissue samples from men with a diagnosis o"
,,D6DV6SR4,10.1192/bjo.2020.74,2020,BJPsych open,Development and psychometric evaluation of the Transdiagnostic Decision Tool: matched care for patients with a mental disorder in need of highly specialised  care.,assessment; Screening; academic psychiatry; early identification; highly specialized care,BACKGROUND: Early identification of patients with mental health problems in need of highly specialised care could enhance the timely provision of appropriate care  and improve the clinical and cost-effectiveness of treatment strategies. Recent  research on the development and psychometric evaluation of diagnosis-specific  decision-support algorithms suggested that the treatment allocation of patie
Y,,3R9UYUFD,10.1016/j.clnu.2017.04.013,2018,"Clinical nutrition (Edinburgh, Scotland)",Clinical classification of adult patients with chronic intestinal failure due to benign disease: An international multicenter cross-sectional survey.,"Humans; Europe; Adolescent; Adult; Female; Young Adult; Male; Cross-Sectional Studies; Aged; Middle Aged; Chronic Disease; Aged, 80 and over; United States; Australasia; Chronic intestinal pseudo-obstruction; Home parenteral nutrition; Intestinal Diseases/*diet therapy/*pathology; Intestinal failure; Intestines/pathology; Intravenous supplementation; Israel; Parenteral Nutrition, Home/*methods; Short bowel syndrome; South America","BACKGROUND & AIMS: The aim of the study was to evaluate the applicability of the ESPEN 16-category clinical classification of chronic intestinal failure, based on  patients' intravenous supplementation (IVS) requirements for energy and fluids,  and to evaluate factors associated with those requirements. METHODS: ESPEN  members were invited to participate through ESPEN Council representatives.  Par"
,,E6HWGEDM,10.1021/acsnano.0c10064,2021,ACS nano,Apolipoprotein E Binding Drives Structural and Compositional Rearrangement of mRNA-Containing Lipid Nanoparticles.,"Tissue Distribution; *Nanoparticles; ApoE; Apolipoproteins E/genetics; lipid nanoparticles; mRNA delivery; protein corona; RNA, Messenger/genetics; RNA, Small Interfering/metabolism; small-angle scattering","Emerging therapeutic treatments based on the production of proteins by delivering mRNA have become increasingly important in recent times. While lipid  nanoparticles (LNPs) are approved vehicles for small interfering RNA delivery,  there are still challenges to use this formulation for mRNA delivery. LNPs are  typically a mixture of a cationic lipid, distearoylphosphatidylcholine (DSPC),  choleste"
